INDEX,ADDRESS,ADMINISTRATOR,CITY,FACILITY_TYPE,NAME,PHONE,ST,ZIP,OWNER,lat,long
188,711 Green Rd,Peggy Stephens,Madison,Hospital,Madison State Hospital,(812)265-2611,IN,47250,,38.7457725,-85.40184497034983
189,2451 Intelliplex Dr,John Horner,Shelbyville,Hospital,Major Hospital,(317)392-3211,IN,46176,,39.56038565,-85.78590578003448
190,3955 West Washington Center Road,Jennifer Snyder,Fort Wayne,Hospital,Maple Heights Behavioral Health,(417)392-7307,IN,46818,,41.13218829866609,-85.21470086767816
191,321 Mitchell Ave,Liz Leising,Batesville,Hospital,Margaret Mary Health,(812)934-6624,IN,47006,,39.3052395,-85.22310787663487
192,441 N Wabash Ave,Stephanie Hilton-Siebert,Marion,Hospital,Marion General Hospital,(765)660-6000,IN,46952,,40.5648777,-85.66550511225951
193,1625 East Jefferson Blvd,Jessica Simpkins,Mishawaka,Hospital,Medical Behavioral Hospital - Mishawaka,(574)485-1703,IN,46545,,41.6712484,-86.1588728
194,1167 Wilson Dr,Greg Justice,Greenwood,Hospital,Medical Behavioral Hospital Of Indianapolis,(844)457-5300,IN,46143,,39.71897453487411,-85.88450532508466
195,1101 Michigan Ave,Tara Mcvay,Logansport,Hospital,Memorial Hospital,(574)753-7541,IN,46947,,40.763374150000004,-86.36221114799218
196,800 W 9Th St,Keith Miller,Jasper,Hospital,Memorial Hospital And Health Care Center,(812)996-2345,IN,47546,,38.39512575,-86.94077400436541
197,615 N Michigan St,Larry Tracy,South Bend,Hospital,Memorial Hospital Of South Bend,(574)647-1000,IN,46601,,41.684075750000005,-86.25214474079038
198,600 Grant St,Matthew Doyle,Gary,Hospital,Methodist Hospitals Inc,(219)886-4000,IN,46402,,41.5999051,-87.35817355190116
199,1800 N Oak Rd,Zach Glassburn,Plymouth,Hospital,Michiana Behavioral Health Center,(574)936-3784,IN,46563,,40.06504965,-75.14572248956381
200,4011 S Monroe Medical Park Blvd,Luis Leon,Bloomington,Hospital,Monroe Hospital,(812)825-1111,IN,47403,,39.1203582,-86.57181037497892
201,9330 Broadway,James Duff,Crown Point,Hospital,Neuro Behavioral Hospital,(574)277-2630,IN,46307,,29.5568235,-95.365024
202,5435 E 16Th St,Eric Heeter,Indianapolis,Hospital,Neurodiagnostic Institute,(317)941-4000,IN,46218,,39.817576149999994,-86.07619000853448
203,"6720 Parkdale Place, Suite 100",Alaura Doskocil,Indianapolis,Hospital,"Neuropsychiatric Hospital Of Indianapolis, Llc",(317)744-9200,IN,46254,,39.8262562,-86.27894990000001
204,1850 Wesley Rd,Kimberly Sower-Onion,Auburn,Hospital,Northeastern Center,(260)927-0726,IN,46706,,41.3716969,-85.0303828
205,85 East Us Hwy 6,James Leonard,Valparaiso,Hospital,Northwest Health- Porter,(219)983-8300,IN,46383,,41.548821000000004,-87.04913196015909
206,102 E Culver Rd,Mark Casanova,Knox,Hospital,Northwest Health- Starke,(574)772-1102,IN,46534,,41.28694135,-86.62197963902884
207,1331 State Street,Mark Casanova,La Porte,Hospital,Northwest Health-La Porte,(219)326-1234,IN,46350,,41.6095592,-86.72822075698427
208,1220 Missouri Ave,Kathleen Exline,Jeffersonville,Hospital,Norton Clark Hospital,(812)283-2147,IN,47130,,38.281978,-85.74935233823837
209,1451 N Gardner St,Kathleen Exline,Scottsburg,Hospital,Norton Scott Hospital,(812)752-3456,IN,47170,,38.70528095,-85.78644730794068
210,1373 East Sr 62,Carol Dozier,Madison,Hospital,Norton-King's Daughters' Health,(812)801-0105,IN,47250,,38.79112635,-85.36445907575859
211,7904 Cabela Drive,Scott Samlan,Hammond,Hospital,Nw Indiana Er & Hospital,(219)554-9911,IN,46324,,41.56877255,-87.48020314402449
212,9509 Georgia Street,Keshia Clark,Crown Point,Hospital,Nw Indiana-Amg Specialty Hospital,(219)472-2200,IN,46307,,41.4443906,-87.3252867
213,330 Lakeview Dr,Laurie Nafziger,Goshen,Hospital,Oaklawn Psychiatric Center Inc,(574)533-1234,IN,46527,,41.6033878,-85.8353531
214,5602 Caito Drive,Amanda Wilson,Indianapolis,Hospital,Options Behavioral Health System,(317)544-4340,IN,46226,,39.8557616,-86.0437386
215,8400 Northwest Blvd,John Ryan,Indianapolis,Hospital,Orthoindy Hospital,(317)956-1000,IN,46278,,39.9080708,-86.2674618
216,11130 Parkview Circle Dr,Marceline Rogers,Fort Wayne,Hospital,Orthopaedic Hospital At Parkview North Llc,(260)672-4050,IN,46845,,41.18899395,-85.10227284423925
217,9 Pequignot Dr,Rob Ryan,Pierceton,Hospital,Otis R Bowen Center For Human Services Inc,(574)267-7169,IN,46562,,41.2060192,-85.7006035
218,2101 Broadway Street,Waylon Maynard,Clarksville,Hospital,Pam Health Rehabilitation Hospital Of Greater Indi,(812)913-6880,IN,47129,,38.3294451,-85.7657752
219,1909 Carew Street,Paul Wilson,Fort Wayne,Hospital,"Park Center, Inc",(260)481-2700,IN,46805,,41.0937671,-85.1081562
220,1316 E Seventh St,Natasha Eicher,Auburn,Hospital,Parkview Dekalb Hospital,(260)925-4600,IN,46706,,41.3687136,-85.03445
221,2001 Stults Rd,Debra Potempa,Huntington,Hospital,Parkview Huntington Hospital,(260)355-3000,IN,46750,,40.9053872,-85.4889498
222,207 N Townline Rd,Jordie Disler,Lagrange,Hospital,Parkview Lagrange Hospital,(260)463-9000,IN,46761,,41.645226949999994,-85.425892725
223,401 Sawyer Rd,Jordie Disler,Kendallville,Hospital,Parkview Noble Hospital,(260)347-8700,IN,46755,,41.44841055,-85.29622746902174
224,11109 Parkview Plaza Drive,Gerald Grannan,Fort Wayne,Hospital,Parkview Regional Medical Center,(260)266-1000,IN,46845,,41.1865271,-85.1012666127903
225,10 John Kissinger Drive,Debra Potempa,Wabash,Hospital,"Parkview Wabash Hospital, Inc",(260)563-3131,IN,46992,,47.6073025,-52.67740536226934
226,1260 E Sr 205,Scott Gabriel,Columbia City,Hospital,Parkview Whitley Hospital,(260)248-9301,IN,46725,,41.15882035,-85.46465045067909
227,8885 Sr 237,Jared Stimpson,Tell City,Hospital,Perry County Memorial Hospital,(812)547-7011,IN,47586,,37.9674866,-86.73178189138744
228,4023 Reas Ln,Dennis Medley,New Albany,Hospital,Physicians' Medical Center Llc,(812)206-7660,IN,47150,,38.34001765,-85.82798862134712
229,9301 Connecticut Dr,Haroon Naz,Crown Point,Hospital,Pinnacle Hospital,(219)756-2100,IN,46307,,41.44814965,-87.32831437610585
230,701 Wall St,Matthew Burden,Valparaiso,Hospital,Porter-Starke Services Inc,(219)531-3500,IN,46383,,41.4896904,-87.0520331
231,10215 Broadway Avenue,Craig Bolda,Crown Point,Hospital,Powers Health Rehabilitation Center,(219)661-6055,IN,46307,,41.43038145,-87.33400630105655
232,616 E 13Th St,Steve Jarosinski,Winamac,Hospital,Pulaski Memorial Hospital,(574)946-2100,IN,46996,,41.055999549999996,-86.59626903424284
233,1542 S Bloomington St,Dennis Weatherford,Greencastle,Hospital,Putnam County Hospital,(765)301-7300,IN,46135,,39.620458,-86.8478492
234,4321 Fir St 4Th Fl,Jessica Wilson,East Chicago,Hospital,Regency Hospital Of Northwest Indiana,(219)392-7799,IN,46312,,41.6336244,-87.4483345
235,8555 Taft St,William Trowbridge,Merrillville,Hospital,Regional Mental Health Center,(219)769-4005,IN,46410,,41.463382,-87.3635635
236,4141 Shore Dr,Monte Spence,Indianapolis,Hospital,Rehabilitation Hospital Of Indiana Inc,(317)329-2000,IN,46254,,39.8299753,-86.2773855
237,4807 Edison Lakes Parkway,Kara Simpson,Mishawaka,Hospital,"Rehabilitation Hospital Of Northern Indiana, Llc",(574)243-7727,IN,46545,,41.70407955524536,-86.18079782319288
238,1100 Reid Pkwy,Craig Kinyon,Richmond,Hospital,Reid Health,(765)983-3000,IN,47374,,39.8644246,-84.88474559652563
239,498 Nw 18Th St,Paul Stanley,Richmond,Hospital,Richmond State Hospital,(765)966-0511,IN,47374,,39.81980969003187,-84.92701469056409
240,2900 N River Rd,Brian Donley,West Lafayette,Hospital,River Bend Hospital,(765)464-0400,IN,47906,,40.459811,-86.8939486
241,395 Westfield Rd,Dave Hyatt,Noblesville,Hospital,Riverview Health,(317)773-0760,IN,46060,,40.045514049999994,-86.0230469265588
242,1300 N Main St,Bradley Smith,Rushville,Hospital,Rush Memorial Hospital,(765)932-7513,IN,46173,,39.621737100000004,-85.44384897780687
243,5215 Holy Cross Pkwy,Chris Karam,Mishawaka,Hospital,Saint Joseph Regional Medical Center,(574)335-5000,IN,46545,,41.70669515,-86.17444931963502
244,1915 Lake Ave,Loretta Schmidt,Plymouth,Hospital,Saint Joseph Regional Medical Center - Plymouth,(574)948-4000,IN,46563,,41.33367275,-86.33130744171726
245,411 W Tipton St,Eric Fish,Seymour,Hospital,Schneck Medical Center,(812)522-2349,IN,47274,,38.9551568,-85.89181350961489
246,7970 W Jefferson Blvd,Greg Parrett,Fort Wayne,Hospital,Select Medical Rehabilitation Hospital At Lutheran,(260)435-6100,IN,46804,,41.0425457,-85.2476132
247,400  Se 4Th St,Robyn Baehl,Evansville,Hospital,Select Specialty Hospital-Evansville,(812)421-2330,IN,47713,,37.9682129,-87.567267
248,4321 Fir Street,Leo Correa,East Chicago,Hospital,St Catherine Hospital Inc,(219)392-7004,IN,46312,,41.63621225,-87.44908425995257
249,600 Wilson Creek Rd,Chris Carle,Lawrenceburg,Hospital,St Elizabeth Dearborn Hospital,(812)497-7665,IN,47025,,39.11104025,-84.88327854625064
250,1500 S Lake Park Ave,Janice Ryba,Hobart,Hospital,St Mary Medical Center Inc,(219)942-0551,IN,46342,,41.51249095,-87.26361688646196
251,2001 W 86Th St,Dan Parod,Indianapolis,Hospital,St Vincent Hospital,(317)280-9566,IN,46260,,39.91184955,-86.1984564
252,2200 N Section St,Michelle Franklin,Sullivan,Hospital,Sullivan County Community Hospital,(812)268-4311,IN,47882,,39.125571949999994,-87.41253977993108
253,833 Park East Blvd,Steve Cavender,Lafayette,Hospital,Sycamore Springs Hospital Llc,(765)743-4400,IN,47905,,40.4066718,-86.8274465
254,3901 S Seventh St,Mark Casanova,Terre Haute,Hospital,Terre Haute Regional Hospital,(812)232-0021,IN,47802,,41.070429649999994,-85.19104294440923
255,7952 W Jefferson Blvd,Lorie Ailor,Fort Wayne,Hospital,The Orthopaedic Hospital Of Lutheran Health Networ,(260)435-2999,IN,46804,,41.0398018,-85.2494875
256,4199 Gateway Blvd,Christina Ryan,Newburgh,Hospital,The Women's Hospital,(812)842-4200,IN,47630,,37.9745541,-87.44769918161033
257,10855 Virginia Street,Lauren Hall,Crown Point,Hospital,Uchicago Medicine Northwest Indiana,(312)755-4706,IN,46307,,37.6459179,-77.5827536
258,801 S Main St,Steve Holman,Clinton,Hospital,Union Hospital Clinton,(765)832-1234,IN,47842,,39.653365449999995,-87.39892294309536
259,1606 N Seventh St,Steve Holman,Terre Haute,Hospital,Union Hospital Inc,(812)238-7606,IN,47804,,39.4852998,-87.40786663515323
260,4455 Edison Lakes Pkwy,John Day,Mishawaka,Hospital,Unity Physicians Hospital,(574)231-6800,IN,46545,,41.70158735,-86.17801492084692
261,898 E Main St,Kristen Primeau,Greenwood,Hospital,Valle Vista Health System,(317)883-5300,IN,46143,,39.585888350000005,-86.08374180520983
262,2700 Vissing Park Rd,Gregory Stewart,Jeffersonville,Hospital,Wellstone Regional Hospital,(812)284-8000,IN,47130,,38.32690075,-85.7094495407332
263,2605 N Lebanon St,Kelley Braverman,Lebanon,Hospital,Witham Health Services,(765)485-8000,IN,46052,,40.07743475,-86.47350676443378
264,1400 E 9Th St,Alan Fisher,Rochester,Hospital,Woodlawn Hospital,(574)223-3141,IN,46975,,41.063848699999994,-86.1957765654454
265,2 Freeman Dr,Michelle Smith,Rossville,Interim Care,Abilities Services Inc,(765)379-3818,IN,46065,,40.4217509392233,-86.60218688768776
266,2200 S Earl Ave,Michelle Smith,Lafayette,Interim Care,Abilities Services Inc,(765)362-4020,IN,47905,,36.8946697,-76.20229629965002
267,850 Mapleleaf Dr,Michelle Smith,Frankfort,Interim Care,Abilities Services Inc,(765)659-4631,IN,46041,,40.2879806,-86.48962379999999
268,62836 Planeville Ave,Donna Belusar,Goshen,Interim Care,Adec Inc,(574)848-7453,IN,46526,,41.582625641206064,-85.80075241290807
269,807 Mottville Rd (St Road 15 N),Donna Belusar,Bristol,Interim Care,Adec Inc,(574)848-7451,IN,46507,,-41.3854594,147.1212382
270,603 Highland,Donna Belusar,Middlebury,Interim Care,Adec Inc,(574)848-7451,IN,46540,,41.210078875920075,-85.85987993613207
271,403 Hawthorne Ave,Donna Belusar,Goshen,Interim Care,Adec Inc,(574)848-7451,IN,46526,,41.590683999999996,-85.8740559739874
272,1717 Longwood Ct,Donna Belusar,Goshen,Interim Care,Adec Inc,(574)848-7451,IN,46526,,41.5922703,-85.8603628
273,19816-3 Sr 120,Donna Belusar,Bristol,Interim Care,Adec Inc,(574)848-7453,IN,46507,,39.72426455,-86.08524790688921
274,59796 Park Side,Donna Belusar,Elkhart,Interim Care,Adec Inc,(574)848-7451,IN,46517,,41.5521105521324,-85.80959203605843
275,6803 Lutz Dr,Donna Belusar,South Bend,Interim Care,Adec Inc,(574)848-7457,IN,46614,,41.602883939312115,-86.26459010215518
276,10125 Heather Lakes Dr,Donna Belusar,Osceola,Interim Care,Adec Inc,(574)848-7453,IN,46561,,41.64283417151626,-86.06475158807515
277,52035 Tara Dr,Donna Belusar,South Bend,Interim Care,Adec Inc,(574)848-7453,IN,46628,,41.735830262458606,-86.31573535546357
278,226 Foster Ave,Donna Belusar,Elkhart,Interim Care,Adec Inc,(574)848-7451,IN,46516,,41.6905014,-85.9439255
279,58808 St Marys Ln,Donna Belusar,Goshen,Interim Care,Adec Inc,(574)848-7451,IN,46526,,39.879594499999996,-86.1974895
280,1823 Ashley Ct,Donna Belusar,Goshen,Interim Care,Adec Inc,(574)848-7457,IN,46526,,41.5833862,-85.8615701
281,6712 Mackey Ct,Donna Belusar,South Bend,Interim Care,Adec Inc,(574)848-7451,IN,46614,,41.6035728,-86.2717175
282,0999 N 250 W,Debra Seman,Lagrange,Interim Care,"Arc Of Lagrange County, The",(260)463-8282,IN,46761,,41.67846665229106,-85.33268903611942
283,0170 W 300 N,Debra Seman,Howe,Interim Care,Arc Opportunities Inc,(260)463-4816,IN,46746,,41.732577,-85.36838408401997
284,403 S Third St,Stan Keepes,Petersburg,Interim Care,"Arc Southwest Indiana, The",(812)386-6312,IN,47567,,8.5386859,77.0212491
285,1214 Main St,Stan Keepes,Petersburg,Interim Care,"Arc Southwest Indiana, The",(812)386-6312,IN,47567,,41.0787656,-85.1573713
286,400 Mill St,Stan Keepes,Winslow,Interim Care,"Arc Southwest Indiana, The",(812)386-6312,IN,47598,,38.3431073,-87.0538905
287,1512 S Jefferson,Stan Keepes,Princeton,Interim Care,"Arc Southwest Indiana, The",(812)386-6312,IN,47670,,40.292927,-79.9701903
288,1015 S Stout St,Stan Keepes,Princeton,Interim Care,"Arc Southwest Indiana, The",(812)386-1042,IN,47670,,41.1914267,-87.1139155
289,1228 Brandon Way,Anne Titus,Fort Wayne,Interim Care,Benchmark Human Services,(260)744-6145,IN,46809,,41.2029837,-85.1255471
290,568 Hildebrand St,Anne Titus,South Bend,Interim Care,Benchmark Human Services,(574)233-8812,IN,46614,,41.6156218,-86.24533785
291,7004 Holden Dr,Anne Titus,Fort Wayne,Interim Care,Benchmark Human Services,(260)744-6145,IN,46835,,41.145561650000005,-85.0528959158343
292,6904 Dry Creek Ct,Anne Titus,Fort Wayne,Interim Care,Benchmark Human Services,(260)744-6145,IN,46835,,41.1455074,-85.0468246
293,8424 Fantasia Way,Anne Titus,Fort Wayne,Interim Care,Benchmark Human Services,(260)744-6145,IN,46809,,41.1145616,-85.0355971
294,10633 S America Rd,Anne Titus,La Fontaine,Interim Care,Benchmark Human Services,(260)749-6145,IN,46940,,40.6792089,-85.7019246
295,9029 S America Rd,Anne Titus,La Fontaine,Interim Care,Benchmark Human Services,(260)744-6145,IN,46940,,40.6792089,-85.7019246
296,9228 W Cr 950 N,Anne Titus,Elizabethtown,Interim Care,Benchmark Human Services,(260)744-6145,IN,47232,,39.1220777,-85.76663375
297,6856 Wheelock Rd,Anne Titus,Fort Wayne,Interim Care,Benchmark Human Services,(260)744-6145,IN,46835,,41.1454344,-85.0242402
298,9110 N Cr 700 W,Anne Titus,Scipio,Interim Care,Benchmark Human Services,(260)744-6145,IN,47273,,39.92009095,-86.14983880959106
299,9285 W Cr 950 N,Anne Titus,Elizabethtown,Interim Care,Benchmark Human Services,(260)744-6145,IN,47232,,39.1220777,-85.76663375
300,7137 Rose Ann Pkwy,Anne Titus,Fort Wayne,Interim Care,Benchmark Human Services,(260)744-6145,IN,46804,,41.0532934,-85.2354658
301,4225 Old Mill Rd,Anne Titus,Fort Wayne,Interim Care,Benchmark Human Services,(260)744-6145,IN,46807,,41.0457201,-85.1559267
302,4421 Fairweather Drive,Anne Titus,Fort Wayne,Interim Care,Benchmark Human Services,(260)744-6145,IN,46804,,41.1931841,-85.2022509
303,7631 Wheelock Rd,Anne Titus,Fort Wayne,Interim Care,Benchmark Human Services,(260)744-6145,IN,46835,,41.1528997,-85.0249995
304,8532 Fiesta Way,Anne Titus,Fort Wayne,Interim Care,Benchmark Human Services,(260)744-6145,IN,46815,,41.1193811,-85.0303634
305,8810 Aboite Center Rd,Anne Titus,Fort Wayne,Interim Care,Benchmark Human Services,(260)744-6145,IN,46804,,41.0454672,-85.2578523
306,817 Mendleson Dr,Anne Titus,Richmond,Interim Care,Benchmark Human Services,(260)744-6145,IN,47374,,39.85150596626004,-84.91132096966034
307,825 Mendleson Dr,Anne Titus,Richmond,Interim Care,Benchmark Human Services,(260)744-6145,IN,47374,,39.85150596626004,-84.91132096966034
308,59310 Ireland Ridge Ct,Anne Titus,South Bend,Interim Care,Benchmark Human Services,(574)233-8812,IN,46614,,41.62958295,-86.31072825000001
309,1105 N Hill St,Anne Titus,South Bend,Interim Care,Benchmark Human Services,(574)233-8812,IN,46617,,35.898137500000004,-79.06884481986656
310,25565 Fast Fox Tr,Anne Titus,South Bend,Interim Care,Benchmark Human Services,(574)233-8812,IN,46628,,41.7232280284621,-86.3631199387881
311,55021 Birch Rd,Anne Titus,Osceola,Interim Care,Benchmark Human Services,(260)256-0207,IN,46561,,41.69362677972,-86.085762989661
312,55883 Ring Neck Dr,Anne Titus,Osceola,Interim Care,Benchmark Human Services,(574)675-4932,IN,46561,,41.68374068605333,-86.07771655307641
313,100 S Cr 265 W,Anne Titus,North Vernon,Interim Care,Benchmark Human Services,(260)744-6145,IN,47265,,42.69507175,-123.3962053276093
314,2405 W County Road 200 North,Anne Titus,North Vernon,Interim Care,Benchmark Human Services,(260)744-6145,IN,47265,,39.005881,-85.62416910535714
315,2331 Candlewick Dr,Anne Titus,Fort Wayne,Interim Care,Benchmark Human Services,(260)744-6145,IN,46804,,41.0621342,-85.2665979
316,7614 Lamlie Rd,Anne Titus,Fort Wayne,Interim Care,Benchmark Human Services,(260)744-6145,IN,46818,,41.1493828,-85.2602199
317,9824 Trentman Road,Anne Titus,Fort Wayne,Interim Care,Benchmark Human Services,(260)744-6145,IN,46818,,40.9966926,-85.0786634
318,2325 Perry Tr,Anne Titus,Fort Wayne,Interim Care,Benchmark Human Services,(260)744-6145,IN,46825,,41.1897937,-85.1749807
319,4331 Melbourne Rd,Anne Titus,Indianapolis,Interim Care,Benchmark Human Services,(317)972-1206,IN,46228,,39.83450565,-86.22020364948652
320,9726 Cinnabar Pl,Anne Titus,Fort Wayne,Interim Care,Benchmark Human Services,(260)744-6145,IN,46804,,41.0666082,-85.2696685
321,3224 W 1100 N,Anne Titus,Markle,Interim Care,Benchmark Human Services,(260)744-6145,IN,46770,,40.9021735,-85.2847901
322,16315 Feighner Rd,Anne Titus,Roanoke,Interim Care,Benchmark Human Services,(260)744-6145,IN,46783,,40.9320716,-85.2808073
323,6566 E 1200 N,Anne Titus,Ossian,Interim Care,Benchmark Human Services,(260)744-6145,IN,46777,,39.7847658,-86.2905466
324,10526 Morning Mist Tr,Anne Titus,Fort Wayne,Interim Care,Benchmark Human Services,(260)744-6145,IN,46804,,41.0228016,-85.2805215
325,1726 Old Lantern Tr,Anne Titus,Fort Wayne,Interim Care,Benchmark Human Services,(260)744-6145,IN,46845,,41.1857043,-85.1186456
326,10036 Crown Point,Anne Titus,Fort Wayne,Interim Care,Benchmark Human Services,(260)744-6145,IN,46804,,41.0338486,-85.273273
327,5515 Tomahawk Tr,Anne Titus,Fort Wayne,Interim Care,Benchmark Human Services,(260)744-6145,IN,46804,,41.0331194,-85.2787785
328,3512 Rosewood Dr,Anne Titus,Fort Wayne,Interim Care,Benchmark Human Services,(260)744-6145,IN,46804,,41.0517971,-85.2403623
329,423 E Silver Street,Timothy Ramsey,Bluffton,Interim Care,Bi-County Services Inc,(260)824-1253,IN,46714,,38.6280492,-84.56882663541441
330,423 Wind Ridge Tr,Timothy Ramsey,Berne,Interim Care,Bi-County Services Inc,(260)589-8634,IN,46711,,40.645953193537615,-84.95293061141678
331,1139 Bollman,Timothy Ramsey,Decatur,Interim Care,Bi-County Services Inc,(260)824-1253,IN,46733,,40.817605611369885,-84.93650175010195
332,503 N Third St,Timothy Ramsey,Decatur,Interim Care,Bi-County Services Inc,(260)824-1253,IN,46733,,40.835002267394,-84.926707433114
