INDEX,ADDRESS,ADMINISTRATOR,CITY,FACILITY_TYPE,NAME,PHONE,ST,ZIP,lat,long
204,395 Westerfield Rd,N/A,Noblesville,CMS Provider/Clinician,Riverview Hospital,(nan)-,IN,46060,40.046965741244,-86.023928989406
205,"395 Westfield Rd Rm, 2987 Riverview Health Hema",N/A,Noblesville,CMS Provider/Clinician,Riverview Hospital,(317)770-1184,IN,46060,40.046965741244,-86.023928989406
206,"100 S Town Ctr Rd, Suite B",N/A,Mooresville,CMS Provider/Clinician,Community Physicians Of Indiana Inc,(317)497-2300,IN,46158,39.616977682711,-86.354161782729
207,2001 W 86Th St,N/A,Indianapolis,CMS Provider/Clinician,St Vincent Physician Services Hospital And Health Care Center,(317)338-2345,IN,46260,39.911973125425,-86.196443226328
208,300 Commerical Circle,N/A,Alexandria,CMS Provider/Clinician,Summit Medical Group Inc,(859)635-9440,KY,41001,38.969780481641,-84.391541381195
209,1500 N Ritter Ave,N/A,Indianapolis,CMS Provider/Clinician,Medical Associates,(317)355-5041,IN,46219,39.787678642331,-86.073871956166
210,803 Poplar St,N/A,Murray,CMS Provider/Clinician,Murray-Calloway County Public Hospital Corporation,(270)762-1597,KY,42071,36.608594046364,-88.308653306576
212,"601 S Floyd St, Suite 700",N/A,Louisville,CMS Provider/Clinician,Community Medical Associates Inc,(502)629-7181,KY,40202,38.247939106506,-85.749169839335
213,"3695 Nicholasville Rd, Suite 150",N/A,Lexington,CMS Provider/Clinician,"Ky Doctors Of Optometry, Pllc",(859)273-4443,KY,40503,37.984367849088,-84.526983299773
214,"500 Winchester Ave, Suite 810",N/A,Ashland,CMS Provider/Clinician,"Ky Doctors Of Optometry, Pllc",(606)324-3672,KY,41101,38.485374002825,-82.65318118065
215,"1316 E 7Th St, Parkview Dekalb Hospital",N/A,Auburn,CMS Provider/Clinician,Associated Anesthesiologists Of Fort Wayne Pc,(260)925-4600,IN,46706,41.367697650067,-85.036429104177
216,4023 Reas Ln,N/A,New Albany,CMS Provider/Clinician,Associated Anesthesiologists Of Fort Wayne Pc,(812)206-7660,IN,47150,38.34062114422,-85.827103470445
217,1701 N Senate Blvd,N/A,Indianapolis,CMS Provider/Clinician,University Surgeons Inc,(317)944-5000,IN,46202,39.788417435639,-86.165638430352
218,1004 Leawood Dr,N/A,Frankfort,CMS Provider/Clinician,"Proactive Therapy, Inc",(502)223-7403,KY,40601,38.184308814743,-84.885030520078
219,101 N Eagle Creek Dr,N/A,Lexington,CMS Provider/Clinician,Kentucky Orthopedic Rehabilitation Llc,(859)294-8320,KY,40509,37.998298226424,-84.442668927215
221,1004 Leawood Dr,N/A,Frankfort,CMS Provider/Clinician,"D And Pj Enterprises, Llc",(nan)-,KY,40601,38.184308814743,-84.885030520078
222,102 W Poplar St,N/A,Greencastle,CMS Provider/Clinician,Med Management Indiana Pc,(888)365-6271,IN,46135,39.642469206616,-86.865525109844
223,1900 College Ave,N/A,Vincennes,CMS Provider/Clinician,Med Management Indiana Pc,(888)365-6271,IN,47591,38.670049307891,-87.510651004923
224,1244 Vail St,N/A,Princeton,CMS Provider/Clinician,Med Management Indiana Pc,(888)365-6271,IN,47670,38.345302322095,-87.596876750136
225,3701 Washington Ave,N/A,Evansville,CMS Provider/Clinician,Med Management Indiana Pc,(210)615-3483,IN,47714,37.962348960054,-87.506319714978
226,10212 Lantern Rd,N/A,Fishers,CMS Provider/Clinician,"University Radiation Oncology Associates, Inc.",(317)678-2700,IN,46037,39.93607638654,-86.013820342629
227,2209 John R Wooden Dr,N/A,Martinsville,CMS Provider/Clinician,"University Radiation Oncology Associates, Inc.",(765)349-6533,IN,46151,39.427137677566,-86.406015798113
228,355 W 16Th St,N/A,Indianapolis,CMS Provider/Clinician,"University Radiation Oncology Associates, Inc.",(317)962-3172,IN,46202,39.788311091139,-86.164764136884
229,550 N University Blvd,N/A,Indianapolis,CMS Provider/Clinician,"University Radiation Oncology Associates, Inc.",(317)944-5000,IN,46202,39.775300700398,-86.17557455106
230,710 Eskenazi Ave,N/A,Indianapolis,CMS Provider/Clinician,"University Radiation Oncology Associates, Inc.",(317)880-8329,IN,46202,39.776965676822,-86.182933384919
231,720 Eskenazi Ave,N/A,Indianapolis,CMS Provider/Clinician,"University Radiation Oncology Associates, Inc.",(317)880-0000,IN,46202,39.777086229364,-86.182935059249
232,"2835 S Hwy 27, Suite 286B",N/A,Somerset,CMS Provider/Clinician,"Champion Physical Therapy Kentucky, Llc",(606)302-2831,KY,42501,37.090404982701,-84.617167844644
233,404 Steve Dr,N/A,Russell Springs,CMS Provider/Clinician,"Cumberland Family Medical Center, Inc..",(270)866-3161,KY,42642,37.061276663845,-85.070072715162
235,360 Keen St,N/A,Burkesville,CMS Provider/Clinician,"Cumberland Family Medical Center, Inc..",(270)864-2889,KY,42717,36.785029880512,-85.368770024349
236,"4915 Norton Healthcare Blvd, Suite 301",N/A,Louisville,CMS Provider/Clinician,Community Medical Associates Inc,(502)394-6460,KY,40241,38.313142205994,-85.573535998262
237,"2400 Eastpoint Pkwy, Suite 100",N/A,Louisville,CMS Provider/Clinician,Baptist Health Medical Group Inc,(502)210-4800,KY,40223,38.275379921865,-85.503302582636
238,"300 E Market St, Suite 490",N/A,Louisville,CMS Provider/Clinician,University Of Louisville Physicians Inc,(502)588-0480,KY,40202,38.254220965697,-85.748067569488
239,4233 Gateway Blvd,N/A,Newburgh,CMS Provider/Clinician,Deaconess Clinic Inc,(812)853-7391,IN,47630,37.973131610787,-87.444186078069
240,4001 Dutchmans Ln,N/A,Louisville,CMS Provider/Clinician,Community Medical Associates Inc,(502)893-1000,KY,40207,38.233967002555,-85.633930696622
242,421 Memorial Dr,N/A,Hazard,CMS Provider/Clinician,"Kentucky Mountain Health Alliance, Inc.",(nan)-,KY,41701,37.25074634684,-83.193586459007
243,279 E Main St,N/A,Hazard,CMS Provider/Clinician,"Kentucky Mountain Health Alliance, Inc.",(606)487-9505309,KY,41701,37.246087454793,-83.187052556437
245,"1675 N National Rd, Suite D",N/A,Columbus,CMS Provider/Clinician,Advanced Physical Therapy Llc,(812)799-1257,IN,47201,39.216801168684,-85.883883177461
247,40 N Grand Ave,N/A,Fort Thomas,CMS Provider/Clinician,"Head And Neck Surgery Associates, Psc",(859)781-4900,KY,41075,39.076524291523,-84.46321646868
248,"40 N Grand Ave, Suite 101",N/A,Fort Thomas,CMS Provider/Clinician,"Head And Neck Surgery Associates, Psc",(nan)-,KY,41075,39.076524291523,-84.46321646868
249,56 Marie Langdon Dr,N/A,Manchester,CMS Provider/Clinician,"Memorial Hospital, Inc.",(606)599-4080,KY,40962,37.162432822587,-83.761128497963
250,4011 Gateway Blvd,N/A,Newburgh,CMS Provider/Clinician,Ohio Valley Pathologists Pc,(812)842-2000,IN,47630,37.976300722876,-87.446296570032
251,617 Oakley St,N/A,Evansville,CMS Provider/Clinician,Ohio Valley Pathologists Pc,(812)450-5000,IN,47710,37.983176416014,-87.57321775546
253,1305 N Elm St,N/A,Henderson,CMS Provider/Clinician,Ohio Valley Pathologists Pc,(270)827-7700,KY,42420,37.852841035322,-87.581945761415
254,4900 Houston Rd,N/A,Florence,CMS Provider/Clinician,Summit Medical Group Inc,(859)212-7700,KY,41042,39.014427449659,-84.638124222402
255,"6866 W Stonegate Dr, Suite 100",N/A,Zionsville,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(317)777-6000,IN,46077,39.953887079699,-86.331473000886
256,2200 Randallia Dr,N/A,Fort Wayne,CMS Provider/Clinician,Professional Emergency Physicians Pc,(260)373-4000,IN,46805,41.096415934777,-85.111502106612
257,2520 E Dupont Rd,N/A,Fort Wayne,CMS Provider/Clinician,Emergency Professionals Of Indiana Pc,(260)416-3000,IN,46825,41.178612149901,-85.109522377197
258,"1941 Bishop Ln, Suite 200",N/A,Louisville,CMS Provider/Clinician,Gastroenterology Health Partners Pllc,(502)452-9567,KY,40218,38.202762638575,-85.683021501231
259,"613 23Rd St, Suite 230",N/A,Ashland,CMS Provider/Clinician,Kings Daughters Medical Specialties Inc,(606)324-4745,KY,41101,38.471205066389,-82.632989896513
260,"550 S Landmark Ave, Indiana University So In P",N/A,Bloomington,CMS Provider/Clinician,Indiana University Health Southern Indiana Physicians Llc,(888)484-3258,IN,47403,39.161170167898,-86.554234340159
262,"2100 N Main St, Suite 304",N/A,Crown Point,CMS Provider/Clinician,Neurology And Pain Management Associates Pc,(574)546-1900,IN,46307,41.433433940462,-87.364617147534
263,1301 N Race St,N/A,Glasgow,CMS Provider/Clinician,T J Samson Community Hospital,(270)651-4444,KY,42141,37.011417166032,-85.903878733437
264,770 Rose St,N/A,Lexington,CMS Provider/Clinician,University Of Kentucky,(859)323-3368,KY,40536,38.033485636332,-84.505799676392
265,197 Will Walker Rd,N/A,Columbia,CMS Provider/Clinician,"Cumberland Family Medical Center, Inc..",(270)384-9981,KY,42728,37.07854949068,-85.336528217872
266,104 Legacy Dr,N/A,Berea,CMS Provider/Clinician,Health Help Incorporated,(858)986-2323,KY,40403,37.604914474052,-84.317332261021
267,533 W Columbia St,N/A,Evansville,CMS Provider/Clinician,"Deaconess Specialty Physicians, Inc",(812)492-5202,IN,47710,37.984889706357,-87.571980904789
269,4915 Norton Healthcare Blvd,N/A,Louisville,CMS Provider/Clinician,Community Medical Associates Inc,(nan)-,KY,40241,38.313142205994,-85.573535998262
270,2600 Greenbush St,N/A,Lafayette,CMS Provider/Clinician,"Arnett Clinic, Llc",(765)448-8000,IN,47904,40.432178813299,-86.867871993585
271,3900 Mccarty Ln,N/A,Lafayette,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(888)802-9791,IN,47905,40.402995105111,-86.833620627285
272,2835 S Hwy 393,N/A,La Grange,CMS Provider/Clinician,Kiosk Medicine Kentucky Llc,(502)530-4812,KY,40031,38.38059659306,-85.429141247631
273,5929 Timber Ridge Dr,N/A,Prospect,CMS Provider/Clinician,Kiosk Medicine Kentucky Llc,(502)228-2507,KY,40059,38.338648443562,-85.621124167947
274,3039 Breckenridge Ln,N/A,Louisville,CMS Provider/Clinician,Kiosk Medicine Kentucky Llc,(502)451-4555,KY,40220,38.216868999888,-85.62751021714
275,5001 Mud Ln,N/A,Louisville,CMS Provider/Clinician,Kiosk Medicine Kentucky Llc,(502)962-0710,KY,40229,38.088414296368,-85.670044139196
276,12450 La Grange Rd,N/A,Louisville,CMS Provider/Clinician,Kiosk Medicine Kentucky Llc,(502)638-4783,KY,40245,38.29117046726,-85.510849444915
277,111 Towne Dr,N/A,Elizabethtown,CMS Provider/Clinician,Kiosk Medicine Kentucky Llc,(270)765-3488,KY,42701,37.734047561379,-85.887346216553
278,4960 Norton Healthcare Blvd,N/A,Louisville,CMS Provider/Clinician,Community Medical Associates Inc,(502)446-8125,KY,40241,38.31491787703,-85.573216821243
279,"300 E Boyd Ave, Suite 120",N/A,Greenfield,CMS Provider/Clinician,Hancock Physician Network Llc,(317)462-3441,IN,46140,39.793794804796,-85.766485242185
280,"11701 Bluegrass Pkwy, Suite 100",N/A,Louisville,CMS Provider/Clinician,Baptist Health Medical Group Inc,(502)928-4100,KY,40299,38.216991024864,-85.53882682277
282,"1601 W Lincoln Rd, Jebs Anesthesia Consultant",N/A,Kokomo,CMS Provider/Clinician,"Jebs Anesthesia Consultants, Llc",(765)453-5696,IN,46902,40.45468480014,-86.152772641392
283,441 N Wabash Ave,N/A,Marion,CMS Provider/Clinician,Iceland Anesthesia Management Llc,(765)660-6000,IN,46952,40.564083645443,-85.665444238451
284,"801 N State St 3, Central Indiana Amg Specia",N/A,Greenfield,CMS Provider/Clinician,Hancock Physician Network Llc,(317)477-6789,IN,46140,39.79373871545,-85.769501918895
285,801 N State,N/A,Greenfield,CMS Provider/Clinician,Hancock Physician Network Llc,(nan)-,IN,46140,39.79373871545,-85.769501918895
286,801 N State St,N/A,Greenfield,CMS Provider/Clinician,Hancock Physician Network Llc,(nan)-,IN,46140,39.79373871545,-85.769501918895
288,740 S Limestone St,N/A,Lexington,CMS Provider/Clinician,"Kentucky Medical Services Foundation, Inc",(859)257-8562,KY,40508,38.05612535413,-84.483105040469
289,530 S Jackson St,N/A,Louisville,CMS Provider/Clinician,University Of Louisville Physicians Inc,(502)562-3000,KY,40202,38.249088816635,-85.744985767464
290,850 Riverview Ave,N/A,Pineville,CMS Provider/Clinician,Pineville Er Services,(606)337-3051,KY,40977,36.763252370239,-83.70773393809
291,1955 Dixie Hwy L,N/A,Ft Wright,CMS Provider/Clinician,"The Christ Hospital Medical Associates, Llc",(513)272-0313,KY,41011,39.054852975704,-84.548414287776
293,2201 Lexington Ave,N/A,Ashland,CMS Provider/Clinician,Kings Daughters Medical Specialties Inc,(606)408-4000,KY,41101,38.470392882591,-82.635887930224
294,"8820 S Meridian St, Suite 200",N/A,Indianapolis,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(317)944-9400,IN,46217,39.638411917507,-86.158504004355
295,550 University Blvd,N/A,Indianapolis,CMS Provider/Clinician,"University Family Physicians, Inc.",(317)944-2167,IN,46202,39.775300700398,-86.17557455106
296,627 W Fairview Ave,N/A,Eddyville,CMS Provider/Clinician,Baptist Health Medical Group Inc,(270)388-5454,KY,42038,37.090642337912,-88.087181288002
298,"3909 New Vision Dr, Ppg First Care Walk In Cli",N/A,Fort Wayne,CMS Provider/Clinician,Parkview Health System Inc,(260)469-6610,IN,46845,41.187470015273,-85.09541545683
299,800 Rose St,N/A,Lexington,CMS Provider/Clinician,University Of Kentucky,(859)257-1000,KY,40536,38.032831817334,-84.506721276415
300,817 Trail Ridge Rd,N/A,Albion,CMS Provider/Clinician,Parkview Health System Inc,(260)373-9590,IN,46701,41.407565603428,-85.42247219803
301,2200 Randallia Dr,N/A,Fort Wayne,CMS Provider/Clinician,Parkview Health System Inc,(260)425-6030,IN,46805,41.096415934777,-85.111502106612
302,11109 Parkview Plaza Dr,N/A,Fort Wayne,CMS Provider/Clinician,Parkview Health System Inc,(260)425-6030,IN,46845,41.18778258711,-85.099435649418
303,"11109 Parkview Plaza Dr, Suite 117",N/A,Fort Wayne,CMS Provider/Clinician,Parkview Health System Inc,(nan)-,IN,46845,41.18778258711,-85.099435649418
304,11115 Parkview Plaza Dr,N/A,Fort Wayne,CMS Provider/Clinician,Parkview Health System Inc,(260)672-6443,IN,46845,41.187962911648,-85.099432593054
305,425 Centre View Blvd,N/A,Crestview Hills,CMS Provider/Clinician,"Tri-State Gastroenterology Associates, Psc",(859)341-3575,KY,41017,39.022588778043,-84.560677772583
306,"2355 Poplar Level Rd, Suite 200",N/A,Louisville,CMS Provider/Clinician,Community Medical Associates Inc,(502)636-7444,KY,40217,38.217319702963,-85.726312372447
307,4001 John St,N/A,Evansville,CMS Provider/Clinician,"Southwestern Behavioral Healthcare, Inc.",(812)473-3144,IN,47714,37.976403916167,-87.502485894368
308,"401 E Chestnut St, Suite 310",N/A,Louisville,CMS Provider/Clinician,University Of Louisville Physicians Inc,(502)584-8563,KY,40202,38.247836753428,-85.747111486816
309,1701 N Senate Blvd,N/A,Indianapolis,CMS Provider/Clinician,Indiana Clinic Critical Care Llc,(317)962-2848,IN,46202,39.788417435639,-86.165638430352
312,1305 N Elm St,N/A,Henderson,CMS Provider/Clinician,"Deaconess Hospital, Inc.",(270)827-7474,KY,42420,37.852841035322,-87.581945761415
313,"1818 Wallace Ct, Suite 301",N/A,Bowling Green,CMS Provider/Clinician,Kentucky Skin Cancer Center Pllc,(270)907-3030,KY,42103,36.966300337296,-86.430789964507
316,2717 W Broadway St,N/A,Princeton,CMS Provider/Clinician,Fast Pace Medical Clinic Pllc,(812)635-2036,IN,47670,38.355352002015,-87.5933982888
317,850 S 28Th St,N/A,Louisville,CMS Provider/Clinician,Community Medical Associates Inc,(nan)-,KY,40211,38.24556988925,-85.799051931154
318,4420 Dixie Hwy,N/A,Louisville,CMS Provider/Clinician,Community Medical Associates Inc,(nan)-,KY,40216,38.181013902654,-85.816075205739
319,"4915 Norton Healthcare Blvd, Suite 103",N/A,Louisville,CMS Provider/Clinician,Community Medical Associates Inc,(502)446-6635,KY,40241,38.313142205994,-85.573535998262
320,"4955 Norton Healthcare Blvd, Fl 2",N/A,Louisville,CMS Provider/Clinician,Community Medical Associates Inc,(502)394-6350,KY,40241,38.314678276249,-85.575172851083
321,1530 Lone Oak Rd,N/A,Paducah,CMS Provider/Clinician,"Green Valley Emergency Physicians, Llc",(844)270-6621,KY,42003,37.053415748456,-88.647113354303
322,1713 Nicholasville Rd,N/A,Lexington,CMS Provider/Clinician,"Pt Pros, Inc",(859)402-1220,KY,40503,38.019276523796,-84.51396495698
323,"1760 Nicholasville Rd, Suite 301",N/A,Lexington,CMS Provider/Clinician,Baptist Health Medical Group Inc,(859)277-6143,KY,40503,38.018499145393,-84.513963182512
324,2108 Nicholasville Rd,N/A,Lexington,CMS Provider/Clinician,Baptist Health Medical Group Inc,(859)260-5200,KY,40503,38.010997689166,-84.516590116957
325,116 Meridian Way,N/A,Richmond,CMS Provider/Clinician,"H2 Rehabilitation Services Of Kentucky, Llc",(859)623-6334,KY,40475,37.73423007496,-84.334495202856
326,"116 Meridian Way, Suite 9",N/A,Richmond,CMS Provider/Clinician,"H2 Rehabilitation Services Of Kentucky, Llc",(859)623-6334,KY,40475,37.73423007496,-84.334495202856
327,1100 Mercer Ave,N/A,Decatur,CMS Provider/Clinician,Adams County Memorial Hospital,(260)724-2145,IN,46733,40.817154411328,-84.911617600795
328,"1902 E 53Rd St, Suite B",N/A,Anderson,CMS Provider/Clinician,Recover Together Inc,(800)683-8313,IN,46013,40.061920660583,-85.658216862414
329,590 Ironwood Dr,N/A,Franklin,CMS Provider/Clinician,Recover Together Inc,(800)683-8313,IN,46131,39.473717120002,-86.062506359834
330,225 Morton Ave,N/A,Martinsville,CMS Provider/Clinician,Recover Together Inc,(800)683-8313,IN,46151,39.41716305765,-86.43118048568
331,3520 W Two Mile House Rd,N/A,Columbus,CMS Provider/Clinician,Recover Together Inc,(800)683-8313,IN,47201,39.198808630112,-85.963523770249
333,"2508 Western Ave D, Recover Together Inc",N/A,Connersville,CMS Provider/Clinician,Recover Together Inc,(800)683-8313,IN,47331,39.666117148111,-85.138610594315
334,"1528 Nw 5Th St, Suite 100",N/A,Richmond,CMS Provider/Clinician,Recover Together Inc,(800)683-8313,IN,47374,39.846754040915,-84.907958524054
335,"1355 W Bloomfield Rd, Suite 3",N/A,Bloomington,CMS Provider/Clinician,Recover Together Inc,(608)977-7226,IN,47403,39.160160751223,-86.552926051651
336,"1359 E Margaret Dr, Groups Recover Together",N/A,Terre Haute,CMS Provider/Clinician,Recover Together Inc,(800)683-8313,IN,47802,39.433714271711,-87.396413725349
337,1 Medical Village Dr,N/A,Edgewood,CMS Provider/Clinician,"St Elizabeth Medical Center, Inc",(859)301-4723,KY,41017,39.007980153759,-84.564775478456
339,530 S Jackson St,N/A,Louisville,CMS Provider/Clinician,"Seven Counties Services, Inc",(502)589-1100,KY,40202,38.249088816635,-85.744985767464
340,"1020 E Broadway, Suite 101",N/A,Louisville,CMS Provider/Clinician,"Seven Counties Services, Inc",(502)589-8085,KY,40204,38.244280035798,-85.734950007154
341,"10216 Taylorsville Rd, Suite 950",N/A,Louisville,CMS Provider/Clinician,Baptist Health Medical Group Inc,(502)267-1799,KY,40299,38.195879024005,-85.567231331332
342,"3909 New Vision Dr, Ppg Pyschiatry",N/A,Fort Wayne,CMS Provider/Clinician,Parkview Health System Inc,(260)373-8000,IN,46845,41.187470015273,-85.09541545683
343,"3930 Mezzanine Dr, Suite B",N/A,Lafayette,CMS Provider/Clinician,Reed Family Medicine Llc,(765)588-6404,IN,47905,40.407070248181,-86.830510345211
344,608 Happy Valley Rd,N/A,Glasgow,CMS Provider/Clinician,"Lifeskills, Inc",(270)901-5000,KY,42141,37.007457967679,-85.916078716489
345,"2603 Kentucky Ave, Suite 102",N/A,Paducah,CMS Provider/Clinician,Strenge Spine Center Pllc,(270)228-3973,KY,42003,37.074555888331,-88.624916363661
346,6149 E Columbia St,N/A,Evansville,CMS Provider/Clinician,Talley Medical-Surgical Eye Care Associates Pc,(812)424-2020,IN,47715,37.984296266555,-87.518920258303
347,2231 Carew St,N/A,Fort Wayne,CMS Provider/Clinician,Parkview Health System Inc,(260)266-5230,IN,46805,41.096437961814,-85.108262911002
348,"580 S Loop Rd, Suite 200",N/A,Edgewood,CMS Provider/Clinician,"Cei Physicians Psc, Llc",(513)984-51333741,KY,41017,39.011463790263,-84.559422661287
