INDEX,FACILITY_TYPE,NAME,ADDRESS,CITY,ST,ZIP,ADMINISTRATOR,PHONE,OWNER
223,Long Term Care,Signature Healthcare Of Georgetown,102 Pocahontas Trail ,Georgetown,KY,40324,Danny Gross,(502)863-3696,"Lp Georgetown, Llc"
224,Long Term Care,Owen Valley Rehabilitation And Healthcare Center,920 W Highway 46,Spencer,IN,47460,Edward Hughes,(812)829-2331,
225,Long Term Care,Paoli Health And Living Community,559 W Longest St,Paoli,IN,47454,Lyndie Mcgraw,(812)723-2595,
226,Assisted Living Communities,Traditions At Beaumont,10210 Long Home Rd,Fern Creek,KY,40291,Rebeka Nicholas,(502) 231-4522,
227,Long Term Care,Poplar Care Strategies,313 Poplar St,Loogootee,IN,47553,Devon Cram,(812)295-4433,
228,Long Term Care,Rensselaer Care Center,1309 E Grace St,Rensselaer,IN,47978,Jillian Kutemeier,(219)866-4181,
229,Long Term Care,Richland Bean Blossom Health Care Center,5911 State Road 46,Ellettsville,IN,47429,Tonia Bough,(812)876-6400,
230,Assisted Living Communities,Traditions At Beaumont,10210 Long Home Rd,Fern Creek,KY,40291,,(502) 231-4522,
231,Long Term Care,River Bend Nursing And Rehabilitation,3400 Stocker Dr,Evansville,IN,47720,Eric Ross,(812)424-8100,
232,Long Term Care,Crown Pointe Senior Living Community,1034 Crown Pointe Blvd,Greensburg,IN,47240,Jamie Smith,(812)662-8888,
233,Residential Care,Crown Pointe Senior Living Community,1034 Crown Pointe Blvd,Greensburg,IN,47240,Jamie Smith,(812)662-8888,
234,Long Term Care,Bradford Square Nursing And Rehabilitation  Center,1040 Us 127 South,Frankfort,KY,40601,Christopher Macgregor,(502)875-5600,Bradford Square Health Center Llc
235,Nursing Home,Bradford Square Nursing And Rehabilitation Center,1040 Us 127 South,Frankfort           ,KY,40601,,(502)875-5600,
236,Long Term Care,Riverview Village,586 Eastern Blvd,Clarksville,IN,47129,Tina Martin,(812)282-6663,
237,Alcohol And Drug Prevention,"Seven Counties Services, Inc","10401 Linn Station Road, Suite 100",Louisville,KY,40223,Susan Rittenhouse,(502) 589-8600,"Seven Counties Services, Inc."
238,Long Term Care,Rosegate Village,7510 Rosegate Dr,Indianapolis,IN,46237,Tara Mcglothlin,(317)889-9300,
239,Long Term Care,Salem Crossing,200 Connie Ave,Salem,IN,47167,Holly Thompson,(812)883-1877,
240,Community Mental Health Centers- Lic Only,"Seven Counties Services, Inc","10401 Linn Station Road, Suite 100",Louisville,KY,40223,Susan Rittenhouse,(502)589-8600,"Seven Counties Services, Inc."
241,Long Term Care,Sellersburg Healthcare Center,7823 Old State Road 60,Sellersburg,IN,47172,Maria Diaz,(812)246-4272,
242,Long Term Care,The Terrace Nursing And Rehabilitation Center,1043 Brooklyn Boulevard,Berea,KY,40403,Chadwich Hill,(859)228-0551,"Berea Operations, Llc"
243,Long Term Care,Signature Healthcare Of Terre Haute,3500 Maple Ave,Terre Haute,IN,47804,Cathy Macke,(812)238-1555,
244,Long Term Care,Silver Memories Health Care,6996 South  Us421,Versailles,IN,47042,Sharon Woods,(812)689-6222,
245,Nursing Home,The Terrace Nursing And Rehabilitation Center,1043 Brooklyn Boulevard,Berea,KY,40403,,(859)228-0551,
246,Long Term Care,Southpointe Healthcare Center,4904 War Admiral Drive,Indianapolis,IN,46237,Sara Kelley,(317)885-3333,
247,Long Term Care,Springs Valley Meadows,457 S Sr 145,French Lick,IN,47432,Riley Widdifield,(812)936-9991,
248,Long Term Care,Stanford Crossing,105 Harmon Heights,Stanford,KY,40484,Karen Biggs,(606)365-2141,"Stanford Crossing, Llc"
249,Nursing Home,Stanford Crossing,105 Harmon Heights,Stanford,KY,40484,,(606)365-2141,
250,Long Term Care,Grand Haven Nursing Home,105 Rodgers Park,Cynthiana,KY,41031,Ashlee Gaunce,(859)234-2050,"Martin'S Rest Home, Inc."
251,Long Term Care,Summit Health And Living,701 S Main St,Summitville,IN,46070,Anastasia Key,(765)203-2671,
252,Long Term Care,Swiss Villa Nursing And Rehabilitation,1023 W Main St,Vevay,IN,47043,Kyle Stout,(812)427-2803,
253,Long Term Care,Sycamore Care Strategies,12802 East Us Hwy 50,Loogootee,IN,47553,Brandi Gladish,(812)295-2101,
254,Nursing Home,Harrison Nursing And Rehabilitation Center,105 Rodgers Park,Cynthiana           ,KY,41031,,(859)234-2050,
255,Long Term Care,"The Village Of Lebanon Ii, Llc",105 Village Way,Lebanon,KY,40033,Farrah Mattingly,(270)692-9000,"The Village Of Lebanon, Llc"
256,Long Term Care,Timbers Of Jasper The,2909 Howard Dr,Jasper,IN,47546,Beau Kellams,(812)482-6161,
257,Long Term Care,Todd-Dickey Nursing And Rehabilitation,712 W 2Nd St,Leavenworth,IN,47137,Wendy Broughton,(812)739-2292,
258,Long Term Care,"The Village Of Lebanon Ii, Llc",105 Village Way,Lebanon,KY,40033,Farrah Mattingly,(270)692-9000,"The Village Of Lebanon Ii, Llc"
259,Long Term Care,University Heights Health And Living Community,1380 E County Line Rd S,Indianapolis,IN,46227,Benjy Grzych,(317)885-7050,
260,Nursing Home,"The Village Of Lebanon Ii, Llc",105 Village Way,Lebanon,KY,40033,,(270)692-9000,
261,Physician Office Laboratories,Concentra Primary Care - Dove Run,1055 Dove Run Road,Lexington,KY,40502,,(859) 269-4668,
262,Physician Office Laboratories,Concentra Urgent Care - Dove Run,1055 Dove Run Road,Lexington,KY,40502,Matthew Nelson,(859) 269-4668,
263,Long Term Care,Worthington Place,10799 Alliance Dr,Camby,IN,46113,Sheryl Morning,(317)856-6224,
264,Outpatient Physical Therapy,"Legacy Healthcare Services, Inc",10799 Alliance Dr,Camby,IN,46113,,(317) 821-0444,
265,Residential Care,Worthington Place,10799 Alliance Dr,Camby,IN,46113,Sheryl Morning,(317)856-6224,
266,Long Term Care,"Nhc Healthcare, Glasgow",109  Homewood Blvd.,Glasgow,KY,42141,Denise Billingsley,(270)651-6126,"Nhc Healthcare/Glasgow, Llc"
267,Long Term Care,Washington Healthcare Center,8201 W Washington St,Indianapolis,IN,46231,Keira Gilmore,(317)244-6848,
268,Long Term Care,"Waters Of Batesville, The",958 E Hwy 46,Batesville,IN,47006,Jalena Ball,(812)934-2436,
269,Long Term Care,"Waters Of Clifty Falls, The",950 Cross Ave,Madison,IN,47250,Melinda Alcorn,(812)273-4640,
270,Long Term Care,"Waters Of Dillsboro-Ross Manor, The",12803 Lenover St,Dillsboro,IN,47018,Vicki Mcguire,(812)432-5226,
271,Nursing Home,"Nhc Healthcare, Glasgow",109  Homewood Blvd.,Glasgow,KY,42141,,(270)651-6126,
272,Long Term Care,"Waters Of Huntingburg, The",1712 Leland Dr,Huntingburg,IN,47542,Rebecca Lucas,(812)683-4090,
273,Long Term Care,"Waters Of Indianapolis, The",3895 S Keystone Ave,Indianapolis,IN,46227,Alicia Harris,(317)787-5364,
274,Long Term Care,"Waters Of Scottsburg, The",1350 N Todd Dr,Scottsburg,IN,47170,Ashley Bowling,(812)752-5663,
275,Long Term Care,"Waters Of Sullivan Nursing Facility, The",505 W Wolfe St,Sullivan,IN,47882,Sally Robertson,(812)268-6361,
276,Long Term Care,Wedgewood Healthcare Center,101 Potters Ln,Clarksville,IN,47129,Alicia Wells,(812)948-0808,
277,Critical Access Hospital,Ephraim Mcdowell Fort Logan Hospital,110 Metker Trail,Stanford,KY,40484,Lynne Lynn,(606) 365-4788,"Emhfl, Inc."
278,Hospital,Ephraim Mcdowell Fort Logan Hospital,110 Metker Trail,Stanford,KY,40484,Daniel Mckay,606-365-4788,"Emhfl, Inc."
279,Long Term Care,Westview Nursing And Rehabilitation Center,1510 Clinic Dr,Bedford,IN,47421,Randy Padgett,(812)279-4494,
280,Long Term Care,Home Of The Innocents,1100 East Market Street,Louisville,KY,40206,April Raddish,(502)596-1000,"The Home Of The Innocents, Inc."
281,Long Term Care,Willow Crossing Health & Rehabilitation Center,3550 Central Ave,Columbus,IN,47203,Alisha Miller,(812)379-9669,
282,Long Term Care,Willows Of Greensburg,410 Park Rd,Greensburg,IN,47240,Kelsey Meal,(812)663-7543,
283,Behavioral Health Services Org.,Home Of The Innocents,1100 East Market Street,Louisville,KY,40206,Jennifer Mullins,(502)596-1000,"The Home Of The Innocents, Inc."
284,Nursing Home,Home Of The Innocents,1100 East Market Street,Louisville          ,KY,40206,,(502)596-1000,
285,Alcohol And Drug Prevention,Rivervalley Behavioral Health,1100 Walnut Street,Owensboro,KY,42301,Wanda Figueroa-Peralta,(270) 689-6500,"Green River Regional Mh/Mr Board, Inc."
286,Community Mental Health Centers- Lic Only,Rivervalley Behavioral Health,1100 Walnut Street,Owensboro,KY,42301,Wanda Figueroa,(270)689-6500,"Rivervalley Behavioral Health, Inc"
287,Psychiatric Residential Treatment Facilities,River Valley Behavioral Health I,1100 Walnut Street,Owensboro,KY,42301,Wanda Figueroa Peralta,(270)689-6624,"Green River Regional Mh/Mr Board, Inc."
288,Psychiatric Residential Treatment Facilities,River Valley Behavioral Health Ii,1100 Walnut Street,Owensboro,KY,42301,Wanda Figueroa Peralta,(270)689-6624,"Green River Regional Mh/Mr Board, Inc."
289,Long Term Care,Lyndon Crossing,1101 Lyndon Lane,Louisville,KY,40222,Daniel  Wylie,(502)425-0331,"Lyndon Crossing, Llc"
290,Nursing Home,Lyndon Crossing,1101 Lyndon Lane,Louisville,KY,40222,,(502)425-0331,
291,Long Term Care,Elizabethtown Nursing And Rehabilitation Center,1101 Woodland Drive,Elizabethtown,KY,42701,Cassie Allen,(270)765-6106,"Elizabethtown Opco, Llc"
292,Nursing Home,Elizabethtown Nursing And Rehabilitation Center,1101 Woodland Drive,Elizabethtown,KY,42701,,(270)765-6106,
293,Assisted Living Communities,The Ashton On Dorsey,1105 Dorsey Lane,Louisville,KY,40223,Miles Burkholder,(502) 677-3225,
294,Assisted Living Communities,The Ashton On Dorsey,1105 Dorsey Lane,Louisville,KY,40223,,(502) 966-7077,
295,Long Term Care,Brookside Village Inc,1111 Church Ave,Jasper,IN,47546,Melissa Joffee,(812)634-7750,
296,Non Freestanding Residential Care,Brookside Village Inc,1111 Church Ave,Jasper,IN,47546,Melissa Joffee,(812)634-7750,
297,Long Term Care,Dover Nursing & Rehabilitation Center,112 Dover Drive,Georgetown,KY,40324,Shannon Baker,(502)863-9529,"Dover Manor Operations, Llc"
298,Nursing Home,Dover Nursing & Rehabilitation Center,112 Dover Drive,Georgetown,KY,40324,,(502)863-9529,
299,Long Term Care,Signature Healthcare Of South Louisville,1120 Cristland Road,Louisville,KY,40214,Joe Norris,(502)367-0104,"Lp Louisville South, Llc"
300,Nursing Home,Signature Healthcare Of South Louisville,1120 Cristland Road,Louisville,KY,40214,,(502)367-0104,
301,Long Term Care,Oakwood Health Campus,1143 23Rd St,Tell City,IN,47586,Mary Blocker,(812)547-2333,
302,Non Freestanding Residential Care,Oakwood Health Campus,1143 23Rd St,Tell City,IN,47586,Mary Blocker,(812)547-2333,
303,Non Freestanding Residential Care,Otterbein Franklin Seniorlife Comm Res & Com Care,1070 W Jefferson St,Franklin,IN,46131,Shannon Logan,(317)736-7185,
304,Assisted Living Communities,Ashton Grove Senior Living,115 Ashton Grove Path,Georgetown,KY,40324,Kristi Peters,(502) 570-9222,
305,Assisted Living Communities,Ashton Grove Senior Living,115 Ashton Grove Path,Georgetown,KY,40324,Kristi Peters,(502) 570-9222,
306,Long Term Care,Grand Valley Gardens Assisted Living Facility,1151 S Hubert Circle West,Martinsville,IN,46151,Michelle Heacock,(765)558-8200,
307,Residential Care,Grand Valley Gardens Assisted Living Facility,1151 S Hubert Circle West,Martinsville,IN,46151,Michelle Heacock,(765)558-8200,
308,Behavioral Health Services Org.,"Brightview, Llc",1154 A Lexington Road,Georgetown,KY,40324,Chad Smith,(812)701-3259,"Brightview, Llc"
309,Physician Office Laboratories,"Brightview, Llc",1154 A Lexington Road,Georgetown,KY,40324,,(833) 510-4357,
310,Non Freestanding Residential Care,"Springs Of Mooresville, The",302 North Johnson Road,Mooresville,IN,46158,Natalie Padgett,(317)831-9033,
311,Long Term Care,Eastway Health & Rehabilitation,1155 Eastern Parkway,Louisville,KY,40217,Christopher Kellogg,(502)636-5241,Eastway Snf Operations Llc
312,Nursing Home,Eastway Health & Rehabilitation,1155 Eastern Parkway,Louisville,KY,40217,,(502)636-5241,
313,Long Term Care,Frankfort Trails,117 Old Soldiers Lane,Frankfort,KY,40601,Daniel  Wylie,(502)875-7272,"Frankfort Trails, Llc"
314,Nursing Home,Frankfort Trails,117 Old Soldiers Lane,Frankfort           ,KY,40601,,(502)875-7272,
315,Assisted Living Communities,Sanders Ridge Health Campus,119 East Sanders Lane,Mount Washington,KY,40047,Todd Frasher,(502) 251-3821,
316,Assisted Living Communities,Sanders Ridge Health Campus,119 East Sanders Lane,Mount Washington,KY,40047,,(859) 000-8901,
317,Long Term Care,Sanders Ridge Health Campus,119 East Sanders Lane,Mount Washington,KY,40047,Todd Frasher,(502)251-3821,"Trilogy Healthcare Of Bullitt, Llc"
318,Nursing Home,Sanders Ridge Health Campus,119 East Sanders Lane,Mount Washington,KY,40047,,(502)251-3821,
319,Long Term Care,River Terrace Health Campus,120 Presbyterian Ave,Madison,IN,47250,Rhonda Gibson,(812)265-0080,
320,Non Freestanding Residential Care,River Terrace Health Campus,120 Presbyterian Ave,Madison,IN,47250,Rhonda Gibson,(812)265-0080,
321,Outpatient Physical Therapy,"Bloomington Advanced Surgery Center, Llc",445 S. Landmark Avenue,Bloomington,IN,47403,,,
322,Outpatient Physical Therapy,Advanced Rehabilitation Inc,1020 C 11Th St,Tell City,IN,47586,Deborah Reed,(812)547-7770,
323,Outpatient Physical Therapy,Advanced Rehabilitation Inc,"225 W 41St Street, Suite C",Jasper,IN,47546,,(812) 482-7755,
324,Outpatient Physical Therapy,Advanced Rehabilitation Inc,"5 E Christmas Blvd, Ste D",Santa Claus,IN,47579,,,
325,Outpatient Physical Therapy,Pr Fresenius Kidney Care,5506 Highway 62,Jeffersonville,IN,47130,,(262)901-0505,
326,Outpatient Physical Therapy,Easter Seals Crossroads- South,3215 E Thompson Rd,Indianapolis,IN,46227,,(317) 782-8888,
327,Outpatient Physical Therapy,"Easter Seals Rehabilitation Center, Inc",3701 Bellemeade Avenue,Evansville,IN,47714,Kelly Schneider,(812)479-1411,
328,Outpatient Physical Therapy,Frazier So Indiana Ymca,4812 Hamburg Pike,Jeffersonville,IN,47130,Anne Kelly Kennedy,(812)282-4257,
329,Outpatient Physical Therapy,Hand Rehabilitation Center Of Indiana The,737 West Green Meadows Drive,Greenfield,IN,46140,Largo@Ihtsc.Com,(317) 875-9105,
330,Outpatient Physical Therapy,Hand Rehabilitation Center Of Indiana The,"8820 South Meridian St, Suite 235",Indianapolis,IN,46217,Nancy Cannon,(317) 396-2925,
331,Outpatient Physical Therapy,Hts Outpatient Therapy Services At Hobart,1420 St Mary Circle,Hobart,IN,46342,,(219)945-3196,
332,Outpatient Physical Therapy,Indiana Physical Therapy,"7855 S Emerson Ave, Suite W",Indianapolis,IN,46237,Ken Johnson,(317)889-5340,
333,Outpatient Physical Therapy,Indiana Physical Therapy,"7015 Kentucky Avenue, Suite 107",Camby,IN,46113,Zachary Huey,(317) 821-7101,
334,Outpatient Physical Therapy,Indiana Physical Therapy Inc,2904 Wal Mart Dr,Huntington,IN,46750,Andrew L Vogle,(260) 224-6686,
335,Outpatient Physical Therapy,"Legacy Health Care Services, Inc",2770 S Adams St,Bloomington,IN,47403,,(812)323-4661,
336,Outpatient Physical Therapy,"Legacy Health Care Services, Inc",3008 Shawnee Drive,Bedford,IN,47421,,(812) 277-9727,
337,Outpatient Physical Therapy,Legacy Healthcare Services Inc,3211 East Moores Pike,Bloomington,IN,47401,,,
338,Long Term Care,Ripley Crossing,1200 Whitlatch Way,Milan,IN,47031,Trina Johnson,(812)654-2231,
339,Non Freestanding Residential Care,Ripley Crossing,1200 Whitlatch Way,Milan,IN,47031,Trina Johnson,(812)654-2231,
340,Outpatient Physical Therapy,Legacy Healthcare Services Inc,500 College Avenue,Terre Haute,IN,47802,,,
341,Outpatient Physical Therapy,"Legacy Healthcare Services, Inc",1435 Christian Blvd.,Franklin,IN,46131,Heidi Napier,(317)859-2195,
342,Hospital,Owensboro Health Regional Hospital,1201 Pleasant Valley Road,Owensboro,KY,42303,Mark Marsh ,270-417-2000,"Owensboro Health, Inc."
343,Long Term Care,The Transitional Care Center Of Owensboro,1201 Pleasant Valley Road,Owensboro,KY,42303,Jeremy Crowder,(270)688-2000,"Owensboro Health, Inc."
344,Outpatient Physical Therapy,"Legacy Healthcare Services, Inc",1473 E Mckay Rd #102,Shelbyville,IN,46176,Lora Alonzo,(317) 604-5920,
345,Nursing Home,The Transitional Care Center Of Owensboro,1201 Pleasant Valley Road,Owensboro,KY,42303,,(270)688-2000,
346,Outpatient Physical Therapy,"Legacy Healthcare Services, Inc",9800 Outer Lincoln Ave,Newburgh,IN,47630,,(812)518-9386,
347,Outpatient Physical Therapy,"Legacy Healthcare Services, Inc",5050 Lincoln Ave,Evansville,IN,47715,,,
348,Sane Ready Hospitals,Owensboro Health Regional Hospital,1201 Pleasant Valley Road,Owensboro,KY,42303,Mark Marsh ,270-417-2000,"Owensboro Health, Inc. "
349,Long Term Care,Signature Healthcare Of Carrollton Rehab And Wellnes,1206 Eleventh Street,Carrollton,KY,41045,Alan Wade,(502)732-6683,"Lp Carrollton, Llc"
350,Outpatient Physical Therapy,New Horizons Physiclal Therapy Limited Partnership,2857 Charlestown Rd Ste 200,New Albany,IN,47150,Roy Woolbright,(812)948-2947,
351,Outpatient Physical Therapy,New Horizons Physiclal Therapy,2760 Jeffersonville Centre Way,Jeffersonville,IN,47130,,(812) 288-8835,
352,Outpatient Physical Therapy,Progressive Physical Therapy Pc Greensburg,930 E Barachel Lane Suite 400,Greensburg,IN,47240,Belinda J Hays,(812) 663-5072,
353,Outpatient Physical Therapy,Select Physical Therapy,1030 E  County Line Road,Indianapolis,IN,46227,Emily Wogtech,(317)887-1121,
354,Outpatient Physical Therapy,Physiotherapy Associates,10701 Alliance Drive Suite D,Camby,IN,46113,,(317) 821-3740,
355,Outpatient Physical Therapy,Select Physical Therapy,3075 Middle Road Ste B,Columbus,IN,47203,Katie Finke,(812)372-7023,
356,Outpatient Physical Therapy,Select Physical Therapy,1130 West Jefferson St Ste A,Franklin,IN,46131,Danielle Johnson,(317)736-0660,
357,Outpatient Physical Therapy,Select Physical Therapy,2675 Foxpointe Dr,Columbus,IN,47203,,(812) 378-2185,
358,Outpatient Physical Therapy,Select Rehabilitaton Llc,2564 Fox Pointe Dr,Columbus,IN,47203,,(812)372-0950,
359,Nursing Home,Signature Healthcare Of Carrollton Rehab & Wellness Center,1206 Eleventh Street,Carrollton,KY,41045,,(502)732-6683,
360,Hospital,Harrison Memorial Hospital,1210 Kentucky Highway 36 East,Cynthiana,KY,41031,Dr. Kathy Tussey,859-234-2300,Harrison Memorial Hospital Inc
361,Personal Care Service Agency,4 U Personal Care Llc,3406 Blackforest Lane,Indianapolis,IN,46239,Shanjae Gilbert,(317)383-6048,
362,Personal Care Service Agency,831 Home Care Llc,"5251 S East Street, Ste 13",Indianapolis,IN,46227,Riona Pruitt,(317)628-6208,
363,Personal Care Service Agency,A & A Caregivers Llc,4232 Londonderry Drive,Indianapolis,IN,46221,Atta Atiya,(567)328-8045,
364,Personal Care Service Agency,A Caring Hand Home Care Llc,2336 Riviera Place,Greenwd,IN,46143,Chelsea Schwartz,(317)642-3844,
365,Personal Care Service Agency,A Comfortable Time Loving Home Care Llc,3336 Spring Wind Ln,Indianapolis,IN,46239,Angela Jenkins,(317)665-5164,
366,Personal Care Service Agency,A Miracle Homecare Llc,8147 Chesterhill Ln,Indianapolis,IN,46239,Damiya Driver,(317)777-9681,
367,Personal Care Service Agency,A Miracle In Care Personal Services Llc,2835 Wolfgang Way,Indianapolis,IN,46239,Latoya Smith,(317)384-5032,
368,Personal Care Service Agency,"A Radiance Homecare, Llc",9636 Piper Lake Drive,Indianapolis,IN,46239,Shaleea Mason,(317)640-5072,
369,Personal Care Service Agency,A Right On Time Homecare Llc,736 Sunridge Court,Indianapolis,IN,46239,Alison Mcallister,(317)332-2021,
370,Personal Care Service Agency,A Step Ahead Personal Care Llc,803 Treyburn Lakes Way,Indianapolis,IN,46239,Asya Barnett,(317)681-2689,
371,Personal Care Service Agency,A Touch Of Patience Home Care Llc,5211 Hidden Ridge Ct,Indianapolis,IN,46221,Kimberely Hill,(317)406-1372,
372,Personal Care Service Agency,A Touch With Love Llc,5728 S Emerson Ave,Indianapolis,IN,46237,Rianna Slaughter,(317)200-9642,
373,Personal Care Service Agency,A&L Home Cares Services Llc,221 Switchgrass Lane,New Whiteland,IN,46184,La Tone Thomas,(260)508-9345,
374,Personal Care Service Agency,Able Guardians Llc,7834 Lofton Court,Indianapolis,IN,46239,Towmara Butler,(317)446-6884,
375,Personal Care Service Agency,Above And Beyond Llc,7426 Hillway Drive,Camby,IN,46113,Taisha Nelson,(317)294-9797,
376,Personal Care Service Agency,Above And Beyond Quality Care Llc,2456 Summerwood Ln,Greenwood,IN,46143,Denicka Thomas,(765)398-1212,
377,Personal Care Service Agency,Absolute Love Home Care Llc,4937 W Jamestown Trce,New Palestine,IN,46163,Erica Black,(317)403-5018,
